tmdb_id,original_language,original_title,description,genres,year,keywords,director,actors,popularity,popularity_bins,vote_average,vote_average_bins
539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.","Drama,Horror,Thriller",1960,"hotel,clerk,arizona,shower,rain,motel,money,secretary,corpse,murderer,theft,private detective,proto-slasher",Alfred Hitchcock,"Anthony Perkins,Vera Miles,John Gavin",36.8,Very High,8.3,Very High
228150,en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","War,Drama,Action",2014,"world war ii,nazis,war,nazi germany,panzer,tank",David Ayer,"Brad Pitt,Shia LaBeouf,Logan Lerman",36.7,Very High,7.4,Very High
240,en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","Drama,Crime",1974,"italo-american,cuba,vororte,melancholy,praise,revenge,mafia,lawyer,blood,corrupt politician,bloody body of child,man punches woman",Francis Ford Coppola,"Al Pacino,Robert Duvall,Diane Keaton",36.6,Very High,8.3,Very High
330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,"Action,Adventure,Science Fiction",2016,"rebel,space battle,space travel,war,prequel,spaceship,space,alien,death star,jedi,rebellion,female protagonist,space western,gunfight,suicide mission,robot,spin off,laser gun,space opera,alien language,against the odds,blind man",Gareth Edwards,"Felicity Jones,Diego Luna,Ben Mendelsohn",36.6,Very High,7.4,Very High
324852,en,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,"Action,Animation,Adventure,Family,Comedy",2017,minions,Kyle Balda,"Steve Carell,Kristen Wiig,Trey Parker",36.6,Very High,6.2,Average
240832,en,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","Action,Science Fiction",2014,"artificial intelligence,telepathy,intelligence,drug mule,telekinesis,futuristic,drug,superpower,tough girl,imax,surgery,brain capacity,synthetic drug,human brain",Luc Besson,"Scarlett Johansson,Morgan Freeman,Choi Min-sik",36.4,Very High,6.3,Average
283366,en,Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,"Drama,Fantasy,Adventure",2016,"time travel,orphan,superpower",Tim Burton,"Eva Green,Asa Butterfield,Samuel L. Jackson",36.3,Very High,6.5,High
395992,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","Horror,Science Fiction,Thriller",2017,"mars,alien life-form,space,astronaut,space station,intelligent,trapped in space,extraterrestrial life",Daniel Espinosa,"Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds",36.3,Very High,6.3,Average
399019,en,The Beguiled,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.","Drama,Western",2017,"sexual tension,period drama,union soldier,american civil war,woman director,confederacy,all girls school",Sofia Coppola,"Colin Farrell,Nicole Kidman,Kirsten Dunst",36.3,Very High,5.8,Average
415214,zh,Mei Gong He Xing Dong,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,"Action,Adventure",2016,"china,river,boat,illegal drugs,incident,mekong",Dante Lam,"Zhang Hanyu,Eddie Peng,Feng Wenjuan",36.0,Very High,6.8,High
339846,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.","Action,Comedy",2017,"beach,drug dealer,based on tv series,lifeguard,rookie,vigilantism",Seth Gordon,"Dwayne Johnson,Zac Efron,Alexandra Daddario",35.6,Very High,6.1,Average
510,en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",Drama,1975,"individual,rebel,self-destruction,wheelchair,lunatic asylum,dying and death,rage and hate,freedom,insanity,basic rights and human rights,psychiatrist",Miloš Forman,"Jack Nicholson,Louise Fletcher,Danny DeVito",35.5,Very High,8.3,Very High
76338,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.","Action,Adventure,Fantasy",2013,"marvel comic,superhero,based on comic,hostile takeover,norse mythology,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,3d,asgard",Alan Taylor,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",34.9,Very High,6.8,High
378064,ja,聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?","Animation,Drama",2016,"friendship,high school,bullying,coming of age,based on manga,deaf,woman director,sign language,anime",Naoko Yamada,"Miyu Irino,Saori Hayami,Aoi Yuki",34.9,Very High,8.1,Very High
19404,hi,Dilwale Dulhania Le Jayenge,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","Comedy,Drama,Romance",1995,musical,Aditya Chopra,"Shah Rukh Khan,Kajol,Amrish Puri",34.5,Very High,9.1,Very High
372058,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","Romance,Animation,Drama",2016,"supernatural,romance,school,star crossed lovers,anime,body switching",Makoto Shinkai,"Ryunosuke Kamiki,Mone Kamishiraishi,Masami Nagasawa",34.5,Very High,8.5,Very High
296096,en,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.","Drama,Romance",2016,"england,based on novel,depression,small town,wheelchair,caretaker,caregiver,disabled,twenty something,woman director,romantic drama,dead end job,accident",Thea Sharrock,"Emilia Clarke,Sam Claflin,Janet McTeer",34.3,Very High,7.6,Very High
15206,it,La terza madre,"An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.",Horror,2007,"rome,coffin,sacrifice,urn,cult,paranormal,witches",Dario Argento,"Asia Argento,Cristian Solimeno,Adam James",34.1,Very High,4.1,Very Low
24021,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","Adventure,Fantasy,Drama,Romance",2010,"vampire,graduation,bite,immortality,werewolf,fang vamp",David Slade,"Kristen Stewart,Robert Pattinson,Taylor Lautner",34.0,Very High,5.9,Average
68726,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.","Action,Science Fiction,Adventure",2013,"dystopia,giant robot,giant monster,apocalypse,imax,duringcreditsstinger,3d",Guillermo del Toro,"Idris Elba,Charlie Hunnam,Charlie Day",33.9,Very High,6.7,High
378236,en,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","Comedy,Family,Animation",2017,"app,emoji,smartphone",Anthony Leondis,"T.J. Miller,James Corden,Anna Faris",33.7,Very High,5.8,Average
282035,en,The Mummy,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","Thriller,Action,Adventure",2017,"monster,mummy,horror",Alex Kurtzman,"Tom Cruise,Russell Crowe,Annabelle Wallis",33.7,Very High,5.4,Low
437031,es,Zona hostil,"The crew of a medical helicopter suffers an accident when helping a joint force of USA and United Nations troops under Spanish command division in Afghanistan. The Spanish army has only one night to organize the rescue of the crew and injured, but what seems routine turns into hell once they receive the order to rescue the helicopter as well. Things only get worse when during the night a huge a concentration of Talibans begin surround them.",War,2017,"war,drama,spanish",Adolfo Martínez Pérez,"Ariadna Gil,Roberto Álamo",33.5,Very High,6.1,Average
312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Drama,2015,"underdog,sport,spin off,underground fighting,motivational speaker,boxing",Ryan Coogler,"Michael B. Jordan,Sylvester Stallone,Graham McTavish",33.4,Very High,7.3,Very High
603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Action,Science Fiction",1999,"saving the world,artificial intelligence,man vs machine,philosophy,prophecy,martial arts,self sacrifice,fight,insurgence,virtual reality,dystopia,truth,cyberpunk,woman director,messiah,gnosticism",Lana Wachowski,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",33.4,Very High,7.9,Very High
216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","Drama,Romance,Thriller",2015,"based on novel,perversion,spanking,billionaire,bdsm,woman director",Sam Taylor-Johnson,"Dakota Johnson,Jamie Dornan,Jennifer Ehle",33.1,Very High,5.2,Low
135397,en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","Action,Adventure,Science Fiction,Thriller",2015,"monster,dna,tyrannosaurus rex,velociraptor,island,sequel,suspense,disaster,escape,dinosaur,amusement park,animal attack,theme park,jurassic park,3d,animal horror",Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Irrfan Khan",32.8,Very High,6.5,High
157336,en,Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure,Drama,Science Fiction",2014,"saving the world,artificial intelligence,father son relationship,single parent,nasa,expedition,wormhole,space travel,famine,black hole,dystopia,race against time,quantum mechanics,spaceship,space,rescue,family relationships,farmhouse,robot,astronaut,scientist,father daughter relationship,single father,farmer,space station,imax,astrophysics,zero gravity,courage,time paradox,relativity",Christopher Nolan,"Matthew McConaughey,Jessica Chastain,Anne Hathaway",32.2,Very High,8.1,Very High
311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Drama,Crime",1984,"life and death,corruption,street gang,rape,sadistic,lovesickness,sexual abuse,money laundering,opium",Sergio Leone,"Robert De Niro,James Woods,Elizabeth McGovern",32.2,Very High,8.3,Very High
120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure,Fantasy,Action",2001,"elves,dwarves,orcs,middle-earth (tolkien),hobbit,based on novel,mountain,fireworks,castle,volcano,password,death of a friend,uncle,mirror,wizard,sword and sorcery",Peter Jackson,"Elijah Wood,Ian McKellen,Cate Blanchett",32.1,Very High,8.0,Very High
137113,en,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Action,Science Fiction",2014,"deja vu,time warp,restart,dystopia,war,alien,military officer,soldier,alien invasion,exoskeleton",Doug Liman,"Tom Cruise,Emily Blunt,Brendan Gleeson",32.0,Very High,7.6,Very High
397243,en,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the beautiful young ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.","Horror,Mystery",2016,"father son relationship,crematorium,autopsy,supernatural,murder,bell,morgue,corpse,thunderstorm,coroner,autopsy room,supernatural horror,elevator,axe,cause of death",André Øvredal,"Emile Hirsch,Brian Cox",31.8,Very High,6.3,Average
122917,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","Action,Adventure,Fantasy",2014,"corruption,elves,dwarves,orcs,middle-earth (tolkien),hobbit,dragon,battle,unlikely friendship,epic battle,sword and sorcery",Peter Jackson,"Martin Freeman,Ian McKellen,Richard Armitage",31.7,Very High,7.1,Very High
140607,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","Action,Adventure,Science Fiction,Fantasy",2015,"android,spaceship,jedi,imax,space opera,3d",J.J. Abrams,"Daisy Ridley,John Boyega,Adam Driver",31.6,Very High,7.5,Very High
205596,en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","History,Drama,Thriller,War",2014,"gay,england,world war ii,mathematician,biography,logician,cryptography",Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Matthew Goode",31.6,Very High,8.0,Very High
209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","Action,Adventure,Fantasy",2016,"dc comics,vigilante,superhero,based on comic,revenge,super powers,clark kent,bruce wayne,dc extended universe",Zack Snyder,"Ben Affleck,Henry Cavill,Gal Gadot",31.4,Very High,5.7,Low
285,en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","Adventure,Fantasy,Action",2007,"ocean,drug abuse,exotic island,east india trading company,love of one's life,traitor,shipwreck,strong woman,ship,alliance,calypso,afterlife,fighter,pirate,swashbuckler,aftercreditsstinger",Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley",31.4,Very High,6.9,High
195590,en,Collide,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Munich's autobahns.","Thriller,Action",2016,,Eran Creevy,"Nicholas Hoult,Felicity Jones,Anthony Hopkins",31.3,Very High,5.5,Low
8966,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.","Adventure,Fantasy,Drama,Romance",2008,"soulmates,vampire,forbidden love,immortality,trust,desire,duringcreditsstinger,woman director,interspecies romance,based on young adult novel,fang vamp",Catherine Hardwicke,"Kristen Stewart,Robert Pattinson,Billy Burke",31.3,Very High,5.8,Average
1930,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Action,Adventure,Fantasy",2012,"loss of father,vigilante,serum,marvel comic,scientific experiment,spider bite,masked vigilante,reboot,super powers,genetic engineering,social outcast,duringcreditsstinger",Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans",31.1,Very High,6.5,High
374720,en,Dunkirk,"The miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbor of Dunkirk, France, between May 26th and June 4th 1940, during the Battle of France in World War II.","Action,Drama,History,Thriller,War",2017,"france,beach,world war ii,evacuation,german,pilot,british army,royal navy,royal air force,private,allied forces,dunkirk",Christopher Nolan,"Fionn Whitehead,Tom Glynn-Carney,Jack Lowden",30.9,Very High,7.5,Very High
329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","Thriller,Drama,Science Fiction,Mystery",2016,"spacecraft,language,loss,romance,alien,female protagonist,scientist,family,heartbreak,based on short story,nonlinear timeline,military,alien language,linguist,first contact,communication,linguistics",Denis Villeneuve,"Amy Adams,Jeremy Renner,Forest Whitaker",30.8,Very High,7.2,Very High
76203,en,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","Drama,History",2013,"whip,kidnapping,slavery,plantation,night shift,violin player,physical abuse,cotton,slave owner,19th century,sold into slavery,abolitionist",Steve McQueen,"Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o",30.3,Very High,7.9,Very High
198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","Crime,Action,Science Fiction",2015,"artificial intelligence,android,robot,near future,robot cop",Neill Blomkamp,"Sharlto Copley,Dev Patel,Ninja",30.2,Very High,6.6,High
87101,en,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.","Science Fiction,Action,Thriller,Adventure",2015,"saving the world,artificial intelligence,cyborg,killer robot,future,time travel,dystopia,sequel,fiction,duringcreditsstinger,3d",Alan Taylor,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke",30.2,Very High,5.8,Average
345914,en,The House,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",Comedy,2017,,Andrew J. Cohen,"Amy Poehler,Will Ferrell",30.1,Very High,5.9,Average
18239,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.","Adventure,Fantasy,Drama,Romance",2009,"moon,cinema,vampire,werewolf,fang vamp",Chris Weitz,"Kristen Stewart,Robert Pattinson,Taylor Lautner",30.1,Very High,5.6,Low
672,en,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.","Adventure,Fantasy,Family",2002,"flying car,witch,magic,cutting the cord,child hero,broom,sorcerer's apprentice,school of witchcraft,giant snake,black magic,aftercreditsstinger",Chris Columbus,"Daniel Radcliffe,Rupert Grint,Emma Watson",29.7,Very High,7.4,Very High
58,en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","Adventure,Fantasy,Action",2006,"witch,fortune teller,bondage,exotic island,monster,captain,card game,east india trading company,compass,ship,daughter,pirate,swashbuckler,aftercreditsstinger",Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley",29.5,Very High,7.0,High
557,en,Spider-Man,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.","Fantasy,Action",2002,"loss of lover,spider,thanksgiving,bad boss,hostility,marvel comic,superhero,pokies,evil,reference to superman,goblin",Sam Raimi,"Tobey Maguire,Willem Dafoe,Kirsten Dunst",29.4,Very High,6.8,High
293167,en,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.","Action,Adventure,Fantasy",2017,"vietnam veteran,1970s,monster,expedition,island,king kong,u.s. soldier,kaiju,aftercreditsstinger,monster island,uncharted",Jordan Vogt-Roberts,"Tom Hiddleston,Samuel L. Jackson,Brie Larson",29.4,Very High,6.2,Average
76341,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.","Action,Adventure,Science Fiction,Thriller",2015,"future,chase,post-apocalyptic,dystopia,australia,rescue,survival,on the run,convoy,peak oil,dark future",George Miller,"Tom Hardy,Charlize Theron,Nicholas Hoult",29.4,Very High,7.3,Very High
121,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure,Fantasy,Action",2002,"elves,orcs,middle-earth (tolkien),hobbit,based on novel,explosive,cave,fort,army,mission,attack,guide,wizard,ring,sword and sorcery",Peter Jackson,"Elijah Wood,Ian McKellen,Viggo Mortensen",29.4,Very High,8.0,Very High
122,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","Adventure,Fantasy,Action",2003,"elves,orcs,middle-earth (tolkien),based on novel,suspicion,bravery,war,honor,troll,brutality,violence,ghost,end of trilogy,quest,sword and sorcery",Peter Jackson,"Elijah Wood,Ian McKellen,Viggo Mortensen",29.3,Very High,8.1,Very High
10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","Adventure,Fantasy,Action",2011,"new mexico,banishment,shield,marvel comic,hammer,superhero,based on comic,redemption,norse mythology,aftercreditsstinger,marvel cinematic universe,3d,asgard,odin,heimdall",Kenneth Branagh,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",29.2,Very High,6.6,High
27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action,Thriller,Science Fiction,Mystery,Adventure",2010,"loss of lover,dream,kidnapping,sleep,subconsciousness,heist,redemption,female hero",Christopher Nolan,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page",29.1,Very High,8.1,Very High
341174,en,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.","Drama,Romance",2017,"female nudity,sex,based on novel,boat,nudity,kiss,sequel,bdsm,adaptation,erotic movie,oral sex",James Foley,"Dakota Johnson,Jamie Dornan,Eric Johnson",29.1,Very High,6.0,Average
381288,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","Horror,Thriller",2016,"child abuse,kidnapping,gore,stalking,teenage girl,blood,violence,mental illness,super powers,multiple personality,traumatic childhood,dissociative identity disorder",M. Night Shyamalan,"James McAvoy,Anya Taylor-Joy,Betty Buckley",28.9,Very High,7.0,High
246655,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",Science Fiction,2016,"mutant,supernatural powers,marvel comic,superhero,based on comic,superhuman,apocalypse,superhero team,world domination,aftercreditsstinger,1980s",Bryan Singer,"James McAvoy,Michael Fassbender,Jennifer Lawrence",28.7,Very High,6.4,High
673,en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.","Adventure,Fantasy,Family",2004,"flying,traitor,magic,cutting the cord,child hero,broom,sorcerer's apprentice,school of witchcraft,griffon,black magic,time travel,best friend,werewolf,dark,muggle,aftercreditsstinger",Alfonso Cuarón,"Daniel Radcliffe,Rupert Grint,Emma Watson",28.5,Very High,7.7,Very High
